ID,Education,Marital_Status,Recency,Age,TotalRevenue,TotalPurchases,WebEngagement,CatalogEngagement,StoreEngagement,TotalChildren,ComplaintsLastYear,WineRatio,MeatRatio,FishRatio,Income Group
48,Graduation,Together,92,55,55,4,0.5,0.0,0.5,1,0,0.23636363636363636,0.2727272727272727,0.05454545454545454,Medium
51,Graduation,Widow,29,66,507,16,0.25,0.125,0.625,1,0,0.4832347140039448,0.2465483234714004,0.07297830374753451,Medium
53,Graduation,Single,54,46,72,5,0.4,0.0,0.6,1,0,0.16666666666666666,0.2777777777777778,0.4166666666666667,Medium
55,Graduation,Married,57,45,606,16,0.25,0.125,0.625,2,0,0.5412541254125413,0.20462046204620463,0.019801980198019802,High
56,Master,Together,55,68,1957,26,0.11538461538461539,0.38461538461538464,0.5,0,0,0.5028104241185488,0.22074603985692387,0.09197751660705161,High
57,Graduation,Divorced,30,57,1093,20,0.25,0.25,0.5,0,0,0.2698993595608417,0.4409881061299177,0.11070448307410796,High
58,Graduation,Single,31,35,29,5,0.2,0.0,0.8,1,0,0.4482758620689655,0.27586206896551724,0.06896551724137931,Low
60,PhD,Married,63,55,518,16,0.5,0.125,0.375,1,0,0.862934362934363,0.05405405405405406,0.0,Medium
61,Master,Single,12,41,1438,20,0.15,0.3,0.55,0,0,0.4951321279554937,0.3741307371349096,0.04798331015299027,High
62,Graduation,Together,18,48,612,18,0.2222222222222222,0.1111111111111111,0.6666666666666666,2,0,0.738562091503268,0.16666666666666666,0.026143790849673203,High
63,Graduation,Single,26,71,884,20,0.4,0.1,0.5,1,0,0.5916289592760181,0.1515837104072398,0.0418552036199095,Medium
64,PhD,Widow,8,72,606,18,0.3888888888888889,0.16666666666666666,0.4444444444444444,1,0,0.900990099009901,0.07920792079207921,0.0,High
65,Graduation,Together,29,75,1076,15,0.4666666666666667,0.26666666666666666,0.26666666666666666,0,0,0.36988847583643125,0.34107806691449816,0.11059479553903345,High
66,Graduation,Married,75,52,34,4,0.25,0.25,0.5,1,0,0.029411764705882353,0.17647058823529413,0.08823529411764706,Low
67,Graduation,Together,0,56,11,3,0.3333333333333333,0.0,0.6666666666666666,2,0,0.9090909090909091,0.09090909090909091,0.0,Low
68,2n Cycle,Single,19,44,1274,31,0.3548387096774194,0.3225806451612903,0.3225806451612903,1,0,0.5400313971742543,0.2425431711145997,0.1577708006279435,High
69,Graduation,Together,4,65,653,17,0.29411764705882354,0.11764705882352941,0.5882352941176471,1,0,0.3782542113323124,0.2434915773353752,0.010719754977029096,High
70,Graduation,Together,90,53,1562,12,0.16666666666666666,0.4166666666666667,0.4166666666666667,3,0,0.5480153649167734,0.3117797695262484,0.03713188220230474,High
71,Master,Married,1,69,1253,18,0.2222222222222222,0.4444444444444444,0.3333333333333333,0,0,0.39584996009577017,0.3671189146049481,0.15083798882681565,High
73,Graduation,Married,29,64,863,26,0.38461538461538464,0.11538461538461539,0.5,1,0,0.2989571263035921,0.33719582850521435,0.09733487833140209,Medium
74,PhD,Married,88,48,661,19,0.47368421052631576,0.10526315789473684,0.42105263157894735,2,0,0.8547655068078669,0.09833585476550681,0.0,Medium
75,Graduation,Married,58,71,65,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0,0,0.2153846153846154,0.2,0.06153846153846154,Low
76,Graduation,Divorced,68,46,13,3,0.3333333333333333,0.0,0.6666666666666666,1,0,0.15384615384615385,0.46153846153846156,0.15384615384615385,Medium
77,Master,Married,34,51,1890,18,0.3888888888888889,0.3333333333333333,0.2777777777777778,0,0,0.3814814814814815,0.4894179894179894,0.051322751322751325,High
78,Graduation,Single,40,47,2209,22,0.22727272727272727,0.36363636363636365,0.4090909090909091,0,0,0.46717971933001357,0.35264825712992304,0.06201901312811227,High
79,2n Cycle,Together,12,47,18,3,0.0,0.0,1.0,0,1,0.05555555555555555,0.2777777777777778,0.0,Low
80,Graduation,Together,9,58,692,19,0.5263157894736842,0.05263157894736842,0.42105263157894735,0,0,0.8338150289017341,0.09248554913294797,0.0,Medium
81,Graduation,Single,87,38,165,8,0.375,0.125,0.5,1,0,0.3878787878787879,0.4121212121212121,0.04242424242424243,Low
82,Graduation,Married,5,54,16,3,0.3333333333333333,0.0,0.6666666666666666,1,0,0.25,0.3125,0.125,Low
83,2n Cycle,Married,87,50,79,6,0.5,0.0,0.5,1,0,0.31645569620253167,0.24050632911392406,0.08860759493670886,Low
84,Master,Together,56,60,318,10,0.2,0.5,0.3,0,0,0.3522012578616352,0.13836477987421383,0.1069182389937107,Medium
85,Graduation,Divorced,18,36,778,26,0.11538461538461539,0.38461538461538464,0.5,0,0,0.2095115681233933,0.5449871465295629,0.03470437017994859,High
86,Graduation,Married,95,63,56,5,0.2,0.0,0.8,2,0,0.30357142857142855,0.25,0.17857142857142858,Low
87,Master,Married,48,53,151,8,0.375,0.125,0.5,2,0,0.8609271523178808,0.10596026490066225,0.0,Medium
88,Graduation,Single,3,66,372,13,0.46153846153846156,0.07692307692307693,0.46153846153846156,1,0,0.7849462365591398,0.09946236559139784,0.0,Medium
89,Graduation,Married,70,50,1366,18,0.2777777777777778,0.3333333333333333,0.3888888888888889,0,0,0.2562225475841874,0.4158125915080527,0.08052708638360176,High
90,Graduation,Together,79,56,194,9,0.2222222222222222,0.2222222222222222,0.5555555555555556,1,0,0.6958762886597938,0.20103092783505155,0.020618556701030927,Medium
94,Master,Single,69,51,32,4,0.25,0.0,0.75,1,0,0.46875,0.3125,0.0,Medium
95,PhD,Married,84,53,43,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,1,0,0.627906976744186,0.32558139534883723,0.0,Low
96,Graduation,Married,30,40,45,5,0.4,0.0,0.6,1,0,0.1111111111111111,0.24444444444444444,0.26666666666666666,Low
97,Graduation,Widow,72,63,606,17,0.4117647058823529,0.23529411764705882,0.35294117647058826,1,0,0.8333333333333334,0.0429042904290429,0.0,Medium
98,Graduation,Divorced,37,51,63,5,0.4,0.0,0.6,2,0,0.8095238095238095,0.1111111111111111,0.0,Medium
100,PhD,Married,32,40,410,14,0.35714285714285715,0.14285714285714285,0.5,0,0,0.32926829268292684,0.22439024390243903,0.15853658536585366,Medium
101,2n Cycle,Single,0,63,72,5,0.4,0.0,0.6,1,0,0.7361111111111112,0.06944444444444445,0.027777777777777776,Medium
102,PhD,Single,43,64,55,5,0.4,0.0,0.6,1,0,0.7454545454545455,0.10909090909090909,0.03636363636363636,Medium
104,PhD,Married,68,78,1120,15,0.4,0.2,0.4,0,0,0.5017857142857143,0.24642857142857144,0.07142857142857142,Medium
105,Graduation,Married,35,64,1097,19,0.15789473684210525,0.5789473684210527,0.2631578947368421,0,0,0.19781221513217867,0.6289881494986327,0.04557885141294439,High
106,Basic,Together,94,44,29,4,0.25,0.0,0.75,1,0,0.034482758620689655,0.20689655172413793,0.3448275862068966,Low
107,Graduation,Married,15,59,187,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,2,0,0.7700534759358288,0.1711229946524064,0.0106951871657754,Medium
108,Graduation,Married,56,54,910,22,0.2727272727272727,0.18181818181818182,0.5454545454545454,2,0,0.3241758241758242,0.2978021978021978,0.08241758241758242,Medium
109,Graduation,Single,17,45,145,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,1,0,0.5241379310344828,0.21379310344827587,0.027586206896551724,Medium
111,Graduation,Together,46,44,969,23,0.2608695652173913,0.2608695652173913,0.4782608695652174,1,0,0.43859649122807015,0.3013415892672859,0.023735810113519093,High
112,PhD,Single,40,32,1820,16,0.4375,0.25,0.3125,0,0,0.7318681318681318,0.17087912087912088,0.012637362637362638,High
113,Master,Together,27,60,608,17,0.47058823529411764,0.058823529411764705,0.47058823529411764,1,0,0.8667763157894737,0.03453947368421053,0.0,Medium
114,Graduation,Single,95,32,730,24,0.25,0.2916666666666667,0.4583333333333333,0,0,0.6712328767123288,0.17123287671232876,0.03972602739726028,High
115,PhD,Married,19,43,551,16,0.375,0.25,0.375,1,0,0.6860254083484574,0.18330308529945555,0.0,Medium
116,Graduation,Single,27,61,114,6,0.3333333333333333,0.16666666666666666,0.5,2,0,0.5614035087719298,0.18421052631578946,0.0,Medium
117,Graduation,Married,25,53,1724,15,0.26666666666666666,0.4,0.3333333333333333,0,0,0.31728538283062646,0.4709976798143852,0.08758700696055685,High
118,2n Cycle,Married,74,45,577,15,0.6,0.06666666666666667,0.3333333333333333,1,0,0.08145580589254767,0.16291161178509533,0.21317157712305027,Medium
119,2n Cycle,Together,85,56,81,5,0.2,0.2,0.6,2,0,0.14814814814814814,0.30864197530864196,0.0,Low
120,Graduation,Together,37,54,33,5,0.4,0.0,0.6,1,0,0.030303030303030304,0.21212121212121213,0.3333333333333333,Low
121,Master,Together,65,70,660,18,0.3333333333333333,0.1111111111111111,0.5555555555555556,1,0,0.48484848484848486,0.2015151515151515,0.05909090909090909,Medium
122,Master,Single,13,56,80,6,0.3333333333333333,0.16666666666666666,0.5,1,0,0.425,0.3625,0.0,Low
123,Master,Married,63,38,30,4,0.25,0.0,0.75,2,0,0.3,0.23333333333333334,0.1,Low
124,Graduation,Divorced,83,47,43,4,0.25,0.0,0.75,1,0,0.3953488372093023,0.32558139534883723,0.16279069767441862,Low
125,Graduation,Single,69,40,1135,27,0.2222222222222222,0.2962962962962963,0.48148148148148145,0,0,0.6361233480176212,0.08986784140969163,0.038766519823788544,High
126,2n Cycle,Together,87,58,559,14,0.21428571428571427,0.2857142857142857,0.5,0,0,0.2898032200357782,0.22182468694096602,0.07155635062611806,High
127,Graduation,Single,37,39,1923,15,0.2,0.4,0.4,0,0,0.23400936037441497,0.49453978159126366,0.08996359854394176,High
128,Master,Married,51,70,90,6,0.3333333333333333,0.0,0.6666666666666666,2,0,0.7777777777777778,0.17777777777777778,0.0,Medium
130,PhD,Together,72,67,661,19,0.3157894736842105,0.15789473684210525,0.5263157894736842,2,0,0.7443267776096822,0.1664145234493192,0.024205748865355523,High
131,Graduation,Married,10,71,463,14,0.35714285714285715,0.2857142857142857,0.35714285714285715,1,0,0.2591792656587473,0.15766738660907129,0.14038876889848811,Medium
133,Graduation,Married,10,54,725,18,0.3888888888888889,0.1111111111111111,0.5,0,0,0.3255172413793103,0.26068965517241377,0.031724137931034485,High
135,PhD,Married,51,59,279,11,0.45454545454545453,0.09090909090909091,0.45454545454545453,2,0,0.7885304659498208,0.11827956989247312,0.010752688172043012,Medium
136,PhD,Together,21,56,1482,22,0.18181818181818182,0.22727272727272727,0.5909090909090909,0,0,0.5371120107962213,0.398110661268556,0.02564102564102564,Medium
137,Basic,Divorced,31,47,29,4,0.25,0.0,0.75,1,0,0.0,0.10344827586206896,0.3448275862068966,Low
138,PhD,Married,61,64,106,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0,0.5,0.32075471698113206,0.018867924528301886,Low
140,PhD,Divorced,74,58,38,5,0.4,0.0,0.6,2,0,0.4473684210526316,0.3157894736842105,0.07894736842105263,Medium
141,Master,Single,46,31,2077,21,0.23809523809523808,0.19047619047619047,0.5714285714285714,0,0,0.4631680308136736,0.44342802118440056,0.025036109773712085,High
142,Master,Together,4,47,1053,15,0.2,0.3333333333333333,0.4666666666666667,1,0,0.7008547008547008,0.22032288698955366,0.012345679012345678,Medium
143,Graduation,Married,73,61,1385,22,0.22727272727272727,0.3181818181818182,0.45454545454545453,0,0,0.28808664259927796,0.5458483754512635,0.025992779783393503,High
144,PhD,Single,47,49,871,22,0.36363636363636365,0.22727272727272727,0.4090909090909091,1,0,0.7049368541905855,0.1515499425947187,0.04936854190585534,High
145,Graduation,Together,13,35,312,9,0.4444444444444444,0.2222222222222222,0.3333333333333333,1,0,0.10256410256410256,0.13141025641025642,0.23397435897435898,Medium
146,Graduation,Married,36,47,877,12,0.25,0.25,0.5,2,0,0.6818700114025086,0.16077537058152794,0.036488027366020526,Medium
147,Graduation,Married,47,48,68,5,0.4,0.0,0.6,1,0,0.029411764705882353,0.2647058823529412,0.29411764705882354,Low
148,Graduation,Together,49,42,22,3,0.3333333333333333,0.0,0.6666666666666666,1,1,0.2727272727272727,0.45454545454545453,0.0,Medium
149,2n Cycle,Married,94,50,211,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,3,0,0.3459715639810427,0.4265402843601896,0.05687203791469194,Medium
150,Master,Married,65,57,127,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,0,0,0.33070866141732286,0.2283464566929134,0.09448818897637795,Medium
151,Master,Married,59,70,459,15,0.26666666666666666,0.26666666666666666,0.4666666666666667,2,0,0.6427015250544662,0.16993464052287582,0.08496732026143791,Medium
152,Graduation,Married,96,54,460,15,0.5333333333333333,0.06666666666666667,0.4,1,0,0.7521739130434782,0.10434782608695652,0.05,Medium
153,2n Cycle,Together,28,51,429,13,0.5384615384615384,0.07692307692307693,0.38461538461538464,1,0,0.5431235431235432,0.13286713286713286,0.018648018648018648,Medium
155,PhD,Together,57,71,1021,24,0.3333333333333333,0.20833333333333334,0.4583333333333333,1,0,0.8697355533790402,0.05582761998041136,0.0,Medium
156,Graduation,Together,10,74,1381,20,0.5,0.2,0.3,0,0,0.721940622737147,0.1947863866763215,0.024619840695148443,High
157,Graduation,Single,4,65,306,12,0.5,0.08333333333333333,0.4166666666666667,1,0,0.6928104575163399,0.22549019607843138,0.013071895424836602,Medium
158,Graduation,Single,49,45,18,3,0.0,0.0,1.0,3,0,0.4444444444444444,0.3888888888888889,0.1111111111111111,Medium
159,Graduation,Together,3,46,162,8,0.125,0.125,0.75,1,0,0.25925925925925924,0.35185185185185186,0.06172839506172839,Medium
160,Graduation,Single,64,68,1231,17,0.17647058823529413,0.23529411764705882,0.5882352941176471,0,0,0.4354183590576767,0.314378554021121,0.12103980503655565,High
161,Master,Single,0,65,13,3,0.3333333333333333,0.0,0.6666666666666666,3,0,0.38461538461538464,0.23076923076923078,0.0,Low
162,PhD,Married,20,78,1706,25,0.4,0.24,0.36,0,0,0.7907385697538101,0.14595545134818289,0.025205158264947247,High
163,Graduation,Married,91,39,121,7,0.42857142857142855,0.0,0.5714285714285714,1,0,0.4380165289256198,0.4049586776859504,0.05785123966942149,Low
164,PhD,Divorced,9,48,1293,19,0.2631578947368421,0.21052631578947367,0.5263157894736842,0,0,0.774168600154679,0.18561484918793503,0.01237432327919567,High
166,Graduation,Together,83,57,88,6,0.3333333333333333,0.0,0.6666666666666666,3,0,0.20454545454545456,0.36363636363636365,0.06818181818181818,Medium
167,Graduation,Divorced,27,70,421,17,0.35294117647058826,0.4117647058823529,0.23529411764705882,0,0,0.29691211401425177,0.2327790973871734,0.3182897862232779,Medium
168,Graduation,Divorced,63,64,259,11,0.2727272727272727,0.18181818181818182,0.5454545454545454,0,0,0.8185328185328186,0.1274131274131274,0.02702702702702703,Medium
170,Graduation,Together,84,66,89,6,0.3333333333333333,0.16666666666666666,0.5,2,0,0.16853932584269662,0.21348314606741572,0.0898876404494382,Low
171,Graduation,Together,58,58,36,4,0.25,0.0,0.75,2,0,0.19444444444444445,0.2777777777777778,0.2222222222222222,Low
172,Graduation,Married,78,41,57,5,0.4,0.0,0.6,1,0,0.21052631578947367,0.10526315789473684,0.19298245614035087,Low
173,Graduation,Married,4,53,148,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,2,0,0.5743243243243243,0.16216216216216217,0.013513513513513514,Medium
174,PhD,Together,17,64,93,6,0.3333333333333333,0.16666666666666666,0.5,2,0,0.8709677419354839,0.06451612903225806,0.0,Medium
175,Graduation,Single,77,56,119,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0.4957983193277311,0.10084033613445378,0.0,Medium
176,PhD,Married,56,48,1835,27,0.4074074074074074,0.2962962962962963,0.2962962962962963,1,0,0.626158038147139,0.2446866485013624,0.03760217983651226,High
177,PhD,Married,79,75,1318,24,0.375,0.4166666666666667,0.20833333333333334,0,0,0.6426403641881638,0.09028831562974203,0.06525037936267071,High
178,PhD,Married,90,53,45,5,0.4,0.0,0.6,2,0,0.6444444444444445,0.3111111111111111,0.0,Medium
179,Graduation,Together,96,64,10,3,0.0,0.0,1.0,3,0,0.2,0.5,0.2,Medium
181,PhD,Married,81,47,191,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,0,0.7958115183246073,0.11518324607329843,0.010471204188481676,Medium
182,2n Cycle,Married,77,35,57,6,0.3333333333333333,0.16666666666666666,0.5,1,0,0.21052631578947367,0.17543859649122806,0.05263157894736842,Low
183,Master,Married,21,77,1033,23,0.2608695652173913,0.17391304347826086,0.5652173913043478,0,0,0.6001936108422071,0.1887705711519845,0.03291384317521781,High
184,Master,Married,16,39,66,5,0.2,0.2,0.6,1,0,0.7121212121212122,0.09090909090909091,0.0,Low
185,Basic,Married,80,62,43,5,0.4,0.0,0.6,0,0,0.023255813953488372,0.16279069767441862,0.046511627906976744,Low
186,Graduation,Married,45,40,50,4,0.25,0.25,0.5,1,0,0.2,0.36,0.2,Low
187,PhD,Single,63,53,39,5,0.2,0.0,0.8,1,0,0.8974358974358975,0.05128205128205128,0.0,Low
188,Graduation,Married,34,57,608,16,0.4375,0.0625,0.5,1,0,0.5855263157894737,0.17598684210526316,0.03125,Medium
189,Graduation,Married,14,47,1581,23,0.17391304347826086,0.43478260869565216,0.391304347826087,0,0,0.4952561669829222,0.3396584440227704,0.08855154965211891,High
190,PhD,Married,13,59,68,5,0.4,0.0,0.6,2,0,0.6176470588235294,0.2647058823529412,0.04411764705882353,Medium
191,Basic,Together,52,45,80,4,0.25,0.25,0.5,1,0,0.0125,0.125,0.3625,Low
192,PhD,Together,98,34,1282,27,0.2962962962962963,0.25925925925925924,0.4444444444444444,0,0,0.36349453978159124,0.3369734789391576,0.11466458658346333,High
194,Graduation,Married,93,35,91,6,0.5,0.0,0.5,1,0,0.25274725274725274,0.23076923076923078,0.03296703296703297,Medium
195,Graduation,Married,38,50,315,12,0.4166666666666667,0.08333333333333333,0.5,2,0,0.746031746031746,0.14285714285714285,0.025396825396825397,Medium
196,Graduation,Married,24,46,31,4,0.25,0.25,0.5,2,0,0.3225806451612903,0.3225806451612903,0.0967741935483871,Low
197,Master,Married,80,43,834,22,0.3181818181818182,0.13636363636363635,0.5454545454545454,0,0,0.7865707434052758,0.12709832134292565,0.03836930455635491,High
200,PhD,Single,81,50,263,9,0.5555555555555556,0.1111111111111111,0.3333333333333333,2,0,0.3650190114068441,0.30038022813688214,0.026615969581749048,Medium
201,Graduation,Divorced,50,71,535,16,0.5,0.0625,0.4375,1,0,0.8373831775700935,0.06355140186915888,0.011214953271028037,High
202,Graduation,Single,60,55,1295,17,0.23529411764705882,0.23529411764705882,0.5294117647058824,0,0,0.20463320463320464,0.42702702702702705,0.17297297297297298,High
203,Graduation,Divorced,63,45,1150,26,0.4230769230769231,0.23076923076923078,0.34615384615384615,1,0,0.5104347826086957,0.29304347826086957,0.036521739130434785,Medium
205,PhD,Single,72,58,38,4,0.25,0.0,0.75,2,0,0.5789473684210527,0.34210526315789475,0.0,Medium
206,Master,Single,5,39,35,3,0.0,0.3333333333333333,0.6666666666666666,0,0,0.17142857142857143,0.02857142857142857,0.2,Low
207,Graduation,Together,88,35,53,4,0.25,0.0,0.75,1,0,0.1320754716981132,0.24528301886792453,0.1320754716981132,Low
208,Master,Divorced,50,60,293,11,0.36363636363636365,0.18181818181818182,0.45454545454545453,2,0,0.2764505119453925,0.3856655290102389,0.16040955631399317,Medium
209,Graduation,Married,99,57,65,5,0.4,0.0,0.6,1,0,0.8307692307692308,0.1076923076923077,0.0,Medium
210,Graduation,Divorced,17,69,1804,24,0.4583333333333333,0.16666666666666666,0.375,1,0,0.6485587583148559,0.17738359201773837,0.02328159645232816,Medium
211,Graduation,Together,11,67,241,10,0.3,0.1,0.6,1,0,0.2987551867219917,0.2821576763485477,0.2697095435684647,Medium
212,Graduation,Together,18,69,1101,19,0.21052631578947367,0.3157894736842105,0.47368421052631576,0,0,0.5567665758401453,0.28973660308810173,0.02997275204359673,High
213,PhD,Married,70,55,264,11,0.45454545454545453,0.09090909090909091,0.45454545454545453,2,0,0.8484848484848485,0.11363636363636363,0.0,Medium
216,Graduation,Married,79,46,482,14,0.5714285714285714,0.07142857142857142,0.35714285714285715,1,0,0.35477178423236516,0.35477178423236516,0.05186721991701245,Medium
217,2n Cycle,Single,2,45,17,3,0.3333333333333333,0.0,0.6666666666666666,3,0,0.7058823529411765,0.23529411764705882,0.0,Medium
218,Master,Married,81,75,1615,24,0.3333333333333333,0.4166666666666667,0.25,0,0,0.6662538699690402,0.2582043343653251,0.026006191950464396,High
219,Master,Widow,24,69,285,10,0.4,0.1,0.5,1,0,0.6385964912280702,0.11578947368421053,0.0,Medium
220,Graduation,Together,48,43,1135,26,0.4230769230769231,0.15384615384615385,0.4230769230769231,1,0,0.7259911894273128,0.14273127753303966,0.03700440528634361,High
221,2n Cycle,Together,93,35,114,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,1,0,0.2631578947368421,0.21929824561403508,0.2543859649122807,Medium
222,Graduation,Married,56,54,1047,15,0.2,0.3333333333333333,0.4666666666666667,0,0,0.3600764087870105,0.5157593123209169,0.07640878701050621,High
223,PhD,Together,3,53,714,20,0.3,0.15,0.55,2,0,0.7282913165266106,0.21568627450980393,0.02661064425770308,High
224,PhD,Married,44,43,185,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,0,0.8378378378378378,0.13513513513513514,0.0,Low
225,Graduation,Divorced,38,61,1245,27,0.3333333333333333,0.2222222222222222,0.4444444444444444,1,0,0.7204819277108434,0.16626506024096385,0.012048192771084338,Medium
226,Graduation,Together,46,45,189,8,0.375,0.125,0.5,1,0,0.6931216931216931,0.08465608465608465,0.010582010582010581,Medium
227,Graduation,Together,84,47,576,14,0.5714285714285714,0.14285714285714285,0.2857142857142857,1,0,0.515625,0.1371527777777778,0.0,Medium
228,Graduation,Divorced,27,71,1103,15,0.13333333333333333,0.13333333333333333,0.7333333333333333,1,0,0.71350861287398,0.18495013599274707,0.0,Medium
